name,brand,category,price,ingredients,url,type,store
Plum Beauty Oil,Le Prunier,all-moisturizers,72.0,100% pure plum oil,https://credobeauty.com//collections/all-moisturizers/products/plum-beauty-oil,clean,Credo
Vital Balm Cream,Josh Rosebrook,all-moisturizers,45.0,"aloe barbadensis leaf juice, mangifera indica seed butter, persea gratissima oil, simmondsia chinensis seed oil, butyrospermum parkii butter, cassia angustifolia seed extract, glycerin, acacia senegal gum, borago officinalis seed oil, oenothera biennis oil, mel, brassica oleracea italica seed oil, hippophae rhamnoides oil, tocopherol, withania somnifera leaf extract, curcuma longa leaf extract, rosa canina flower extract, lycium barbarum fruit extract, calendula officinalis extract, cimicifuga racemosa root extract, sambucus nigra extract, fucus vesiculosus extract, althaea officinalis root extract, zingiber officinale extract, trigonella foenum, stellaria media extract, glycyrrhiza glabra root extract, rubus idaeus fruit extract, taraxacum officinale extract, salvia officinalis extract, euphrasia officinalis extract, silybum marianum extract, rosa canina flower powder, hypericum perforatum extract, uncaria tomentosa extract, cinnamomum cassia extract, lavandula angustifolia extract, ginkgo biloba leaf extract, rosmarinus officinalis extract, xanthan gum, potassium sorbate, tanacetum vulgare flower oil, cananga odorata flower oil, lavandula angustifolia herb oil, vanilla planifolia bean extract, | benzyl benzoate, | benzyl salicylate, | farnesol, | limonene, | linalool, organic, non, |natural constituents of essential oils",https://credobeauty.com//collections/all-moisturizers/products/josh-rosebrook-vital-balm-cream,clean,Credo
Golden Hour Recovery Cream,Ursa Major,all-moisturizers,48.0,"aloe barbadensis leaf juice, helianthus annuus seed oil, glyceryl stearate citrate, cetearyl alcohol, leuconostoc, glycerin, Limnanthes alba seed oil, galactoarabinan, cetyl palmitate, undecylenic glycerides, octyldodecanol, Ribes nigrum seed oil, Helianthus annuus seed oil unsaponifiables, Cardiospermum halicacabum flower, tocopherol, Rosmarinus officinalis leaf extract, Hippophae rhamnoides fruit extract, Santalum spicatum wood oil, Rosa damascena flower oil, Citrus aurantium amara flower oil, Cymbopogon martinii leaf oil, Calendula officinalis flower extract, sodium phytate, sodium anisate, glyceryl caprylate, sclerotium gum, xanthan gum, alcohol, citric acid",https://credobeauty.com//collections/all-moisturizers/products/ursa-major-golden-hour-recovery-cream,clean,Credo
Hyaluronic Serum 200,Evolve Organic Beauty,all-moisturizers,46.0,"aqua, rosa damascena water, aloe barbadensis leaf juice powder, punica granatum fruit extract, glycerin, amorphophallus konjac root powder, sodium hyaluronate, sodium levulinate, sodium anisate, sodium dehydroacetate ingredients from organic farming",https://credobeauty.com//collections/all-moisturizers/products/hyaluronic-serum-200,clean,Credo
Replenishing Night Cream,Goop,all-moisturizers,140.0,"Aloe barbadensis leaf juice, citrus medica limonum juice, pyrus malus juice, vitis vinifera juice, caprylic, glycerin, stearyl alcohol,cetearyl alcohol, coconut alkanes, myrica cerifera fruit wax, glyceryl stearate, fusanus spicatus kernel oil, capryloyl glycerin, gluconolactone, essential oil blend, lavandula angustifolia oil, and citrus medica limonum oil], diheptyl succinate, butyrospermum parkii butter extract, cetearyl olivate, sorbitan olivate, iris pallida leaf cell extract, narcissus poeticus flower extract, squalane, olea europaea fruit oil, prunus amygdalus dulcis oil, macadamia integrifolia seed oil, persea gratissima oil, prunus armeniaca kernel oil, palmitoyl tripeptide, jojoba esters, cetearyl glucoside, xanthan gum, coco, linum usitatissimum seed extract, behenyl behenate, tribehenin, 3, ascorbic acid, tocopherol, helianthus annuus seed oil, glyceryl caprylate, p, leuconostoc, hyaluronic acid, limonene, linalool, citral",https://credobeauty.com//collections/all-moisturizers/products/replenishing-night-cream-1,clean,Credo
5-in-1 Tinted Moisturizing Face Sunscreen,Suntegrity,all-moisturizers,45.0,"active ingredient, capric caprylic triglycerides, water, sorbitan stearate, glyceryl stearate, polyglyceryl, hexyl laurate, simmondsia chinensis seed oil, cetyl dimethicone, magnesium sulfate, helianthus annuus seed oil, cucumis sativus fruit extract, astaxanthin, hyaluronic acid, chlorella emersonii extract, camellia sinensis extract, punica granatum seed oil, polyaminopropyl biguanide, ethylhexylglycerin, iron oxide",https://credobeauty.com//collections/all-moisturizers/products/5-in-1-natural-moisturizing-face-sunscreen-tinted,clean,Credo
Tinted Face Oil,Kosas,all-moisturizers,42.0,"coco, simmondsia chinensis seed oil, octyldodecanol, persia gratissima oil, silica, kaolin, mica, oryza sativa bran extract, rosmarinus officinalis leaf extract, helianthus annuus extract, tocopherol, limnanthes alba seed oil, camellia oleifera seed oil, rosa canina fruit oil, rubus idaeus seed oil [+, iron oxides ]",https://credobeauty.com//collections/all-moisturizers/products/tinted-face-oil,clean,Credo
BB Cream,Lily Lolo,all-moisturizers,22.0,"aqua, caprylic, glycerin, coco, cetearyl olivate, sorbitan olivate, simmondsia chinensis seed oil, triticum vulgare germ oil, prunus amygdalus dulcis oil, argania spinosa kernel oil, stearic acid, cetyl alcohol, glyceryl stearate, boron nitride, benzyl alcohol, parfum, sodium benzoate, potassium sorbate, tocopherol, aloe barbadensis leaf juice powder, leptospermum scoparium oil, punica granatum seed oil, dehydroacetic acid, helianthus annuus seed oil, sodium hyaluronate, limonene, linalool, benzyl benzoate, benzyl salicylate, ci 77891, ci 77491, ci 77492, ci 77499",https://credobeauty.com//collections/all-moisturizers/products/lily-lolo-bb-cream,clean,Credo
Sheer Vivid Tinted Moisturizer,Ilia,all-moisturizers,42.0,"active ingredients, titanium dioxide 2%, aloe barbadensis leaf extract, glycerin, caprylic capric triglyceride, sesamum indicum seed oil, glyceryl stearate, behenyl olivate, chondrus crispus extract, persea gratissima oil, camellia sinensis extract, stearic acid, dimethicone, hydrolyzed jojoba esters, methylcellulose, cocos nucifera oil, butyrospermun parkii, rosa canina fruit oil, rosmarinus officinalis leaf extract, jasminum officinale oil, xanthan gum, sodium hyaluronate, tocopherol, ethylhexylglycerin, phenethyl alcohol, titanium dioxide, iron oxide",https://credobeauty.com//collections/all-moisturizers/products/ilia-belle-mare-t2-light-1,clean,Credo
Rosehip BioRegenerate Oil,Pai,all-moisturizers,44.0,"rosehip fruit and seed oil blend, 6, 7 & 9 plus antioxidant carotenoids work together to restore the appearance of damaged skin, rosa canina fruit extract, mixed tocopherols, rosmarinus officinalis leaf extract certified organic by the soil association",https://credobeauty.com//collections/all-moisturizers/products/rosehip-bioregenerate-oil,clean,Credo
Nutrient Day Cream with SPF 30,Josh Rosebrook,all-moisturizers,85.0,"active ingredient, shea butter, evening primrose oil, hemp seed oil, jojoba oil, borage seed oil, almond oil, grape seed oil, sesame oil, avocado oil, olive oil, sea buckthorn oil, broccoli oil, calendula, bilberry, chamomile, burdock, rosemary, fennel, dan, rose hips, catnip, chickweed, neem, skullcap, ginkgo leaf, linden flower, hawthorn berry, green tea, flax, nettle, sage, marshmallow root, cayenne, ginseng, peppermint, st, alfalfa, vitamin e, candelilla wax, guar gum, gum arabic, xanthan gum, potassium sorbate, mica, benzoin resin, carrot seed oil, organic, wildcrafted, non",https://credobeauty.com//collections/all-moisturizers/products/josh-rosebrook-nutrient-day-cream-with-spf-30,clean,Credo
Algae + Moringa Universal Face Oil,MARA,all-moisturizers,72.0,"moringa oleifera seed oil, vitius vinifera oil, helianthus annuus seed oil, linum usitatissimum seed oil, vaccinium myrtillus seed oil, caprylic, alaria esculenta extract, plankton extract, adansonia digitata seed oil, citrullus lanatus seed oil, citrus aurantium bergamia fruit oil, citrus aurantium amara peel oil, tocopherol",https://credobeauty.com//collections/all-moisturizers/products/algae-moringa-universal-face-oil,clean,Credo
Protective Day Oil,Marie Veronique,all-moisturizers,65.0,"Simmondsia Chinensis Seed Oil, Borago Officinalis Seed OIl, Persea Gratissima Oil, Limnanthes Alba Seed Oil, Argania Spinosa Kernel Oil, Rosa Mosqueta Seed Oil, Actinidia Chinensis Seed Oil, Calophyllum Inophyllum Oil, Olea Europaea Oil, Salvia Hispanica Oil, Rubus Idaeus Seed Oil, Sesamum Indicum Seed Oil, Sambucus Nigra Extract, Mixed Tocopherols, Camellia Oleifera Seed Oil, Punica Granatum Seed Oil, Opuntia Ficus, Astaxanthin, Lavandula Angustifolia Oil, Pelargonium Graveolens Oil, Omega, Brassica Oleracea Italica Seed Oil, Solanum Lycopersicum Seed Oil, Citrus Aurantium Oil, Helichrysum Italicum Flower Oil, Rosmarinus Officinalis Oleoresin, Myrtus Communis Oil",https://credobeauty.com//collections/all-moisturizers/products/protective-day-oil,clean,Credo
PlantGenius Melt Moisturizer,Alpyn Beauty,all-moisturizers,60.0,"water, sodium hyaluronate, cetyl alcohol, coconut alkanes, glycerin, pyrus malus fruit extract, potassium cetyl phosphate, aloe barbadensis leaf juice, prunus armeniaca kernel oil, capryloyl glycerin, coco, diheptyl succinate, centella asiatica meristem cell culture, xanthan gum, sorbitan stearate, dehydroacetic acid, benzyl alcohol, squalane, tripeptide, olea europaea fruit oil, glycolic acid, mica, titanium dioxide, potassium sorbate, butyrospermum parkii butter, tocopherol, linoleic acid, lavandula angustifolia oil, citrus aurantium dulcis oil, coenochloris signiensis extract, maltodextrin, lecithin, bakuchiol, hydrolyzed sodium hyaluronate, eclipta prostrata extract, melia azadirachta leaf extract, moringa pterygosperma seed oil, ceramide ng, ascorbic acid, simmondsia chinensis seed oil, salvia officinalis leaf extract, arnica montana flower extract, borago officinalis flower extract, calendula officinalis flower extract, chamomilla recutita flower extract",https://credobeauty.com//collections/all-moisturizers/products/plantgenius-melt-moisturizer,clean,Credo
Fortifying Face Balm,Ursa Major,all-moisturizers,36.0,"Aloe barbadensis leaf juice, aqua, glycerin, helianthus annuus seed oil, caprylic, leuconostoc, hamamelis virginiana leaf water, salix nigra bark extract, aleurites moluccana seed oil, hydrolyzed myrtus communis leaf extract, opuntia ficus, daucus carota sativa seed oil, hydrogenated lecithin, betula alba juice, olea europaea leaf extract, lavandula angustifolia flower oil, citrus aurantifolia peel oil, melaleuca quinquenervia oil, boswellia carterii resin extract, bisabolol, mentha spicata leaf extract, chondrus crispus, glucose, rosmarinus officinalis leaf extract, propanediol, xanthan gum, sodium anisate, sclerotium gum, alcohol, citric acid, sodium benzoate, potassium sorbate, limonene, linalool, citral  Denotes organic ingredients",https://credobeauty.com//collections/all-moisturizers/products/ursa-major-fortifying-face-balm,clean,Credo
Barrier Lipid Complex,Marie Veronique,all-moisturizers,95.0,"Rubus Occidentalis Seed Oil, Oenothera Biennis Oil, Ceramide NP, Milk Lipids, Squalane, Vaccinium Macrocarpon Seed Oil, Sambucus Nigra Extract, Caprylic, Mixed Tocopherols, Salvia Hispanica Seed Oil, Opuntia Ficus, Water, Helianthus Annuus Seed Oil, Simmondsia Chinensis Seed Oil, Rubus Fruticosus Seed Oil, Behenyl Alcohol, Phosphatidyl Serine, Phospholipids, Sodium Hyaluronate, Glyceryl Stearate, Phytosterols, Eicosapentaenoic, Propanediol, Glycerin, Glyceryl Undecylenate, Glyceryl Caprylate, Xanthan Gum",https://credobeauty.com//collections/all-moisturizers/products/barrier-lipid-complex,clean,Credo
Squalane Facial Oil,Indie Lee,all-moisturizers,34.0,100% olive,https://credobeauty.com//collections/all-moisturizers/products/squalane-facial-oil,clean,Credo
"Calming Moisture for Face, Neck & Scalp",CV Skinlabs,all-moisturizers,49.0,"aloe barbadensis leaf juice, caprylic, glyceryl stearate, sucrose laurate, squalane, helianthus annus seed oil, cetyl alcohol, curcuma longa root extract, ganoderma lucidium extract, beta, avena sativa kernel extract, glycerin, simmondsia chinensis seed oil, chamomilla recutita flower extract, camellia sinensis leaf extract, bisabolol, zingiber officinale root extract, tocopherol, butyrospermum parkii butter, copernicia cerifera wax, silicon dioxide, water, dehydroacetic acid, sodium stearoyl glutamate, xanthan gum, benzyl alcohol, citric acid, maltodextrin organic",https://credobeauty.com//collections/all-moisturizers/products/calming-moisture-for-face-neck-scalp,clean,Credo
Chamomile & Rosehip Calming Day Cream,Pai,all-moisturizers,60.0,"german chamomile co2 extract, renowned for their superb soothing and anti, which work to calm the appearance of irritated skin, which together work to regenerate damaged skin, prunus armeniaca kernel oil, simmondsia chinensis seed oil, carthamus tinctorius seed oil, cetearyl alcohol, glycerin, rosa canina seed extract, butyrospermum parkii butter, cetearyl glucoside, leptospermum scoparium leaf oil, sodium levulinate, mixed tocopherols, chamomilla recutita extract, lavandula officinalis flower oil, sodium anisate, pelargonium graveolens oil, lactic acid, glyceryl stearate citrate, sodium lauroyl lactylate  naturally occurring in essential oils, geraniol, linalool certified organic by the soil association, artificial fragrances, alcohol, parabens, phenoxyethanol, propylene glycol, formaldehyde, sodium lauryl sulfate or other irritants",https://credobeauty.com//collections/all-moisturizers/products/chamomile-rosehip-calming-day-cream,clean,Credo
Blemish Balm,Osea,all-moisturizers,48.0,"Aqua, Gigartina Skottsbergii Extract, Macrocystis Pyrifera Extract, Undaria Pinnatifida Extract, Vitis Vinifera Seed Oil, Caprylic, Glycerin, Propanediol, Cetearyl Olivate, Simmondsia Chinensis Oil, Sorbitan Olivate, Melaleuca Alternifolia Leaf Oil, Saccharomyces, Saccharomyces, Saccharomyces, Rosmarinus Officinalis Leaf Oil, Lavandula Angustifolia Flower Oil, Juniperus Communis Fruit Oil, Glyceryl Stearate, Thymus Vulgaris Oil, Cetearyl Alcohol, Cupressus Sempervirens Oil, Stearic Acid, Citrus Grandis Peel Oil, Sodium Lauroyl Glutamate, Xanthan Gum, Guar Gum, Citric Acid, Lonicera Caprifolium Extract, Lonicera Japonica Extract ORGANIC INGREDIENT",https://credobeauty.com//collections/all-moisturizers/products/osea-blemish-balm,clean,Credo
SPF 30 Oil-Free Moisturizer,Juice Beauty,all-moisturizers,30.0,"Active Ingredient, caprylic, pyrus malus, vitis vinifera, sorbitan stearate, polyglyceryl, magnesium sulfate, tocopherol, magnesium ascorbyl phosphate, sodium hyaluronate, punica granatum, algae extract, cucumis sativus extract, panthenol, citrus limonum bark, iron oxides, phenethyl alcohol, ethylhexylglycerin, citrus reticulata, citrus aurantium",https://credobeauty.com//collections/all-moisturizers/products/spf-30-oil-free-moisturizer,clean,Credo
Super Sensitive Skin Stuff,Graydon,all-moisturizers,49.0,"aqua, glyceryl stearate, coco, dicaprylyl ether, sodium olivoyl glutamate, cetearyl alcohol, cetyl alcohol, stearyl alcohol, caprylic, maple sap water, vegetable glycerin, ribes nigrum seed oil, oenothera biennis seed oil, rosa rubiginosa seed oil, punica granatum seed oil, glyceryl caprylate, glyceryl undecylenate, citric acid, xanthan gum, sodium chloride, tocopherol oil, sodium stearoyl glutamate vegetable wax, natural vegetable preservative",https://credobeauty.com//collections/all-moisturizers/products/super-sensitive-skin-stuff,clean,Credo
Nutrient Day Cream with SPF 30 Tinted,Josh Rosebrook,all-moisturizers,95.0,"active ingredient, shea butter, evening primrose oil, hemp seed oil, jojoba oil, borage seed oil, almond oil, grape seed oil, sesame oil, avocado oil, olive oil, sea buckthorn oil, broccoli oil, calendula, bilberry, chamomile, burdock, rosemary, fennel, dan, rose hips, catnip, chickweed, neem, skullcap, ginkgo leaf, linden flower, hawthorn berry, green tea, flax, nettle, sage, marshmallow root, cayenne, ginseng, peppermint, st, alfalfa, vitamin e, candelilla wax, guar gum, gum arabic, xanthan gum, potassium sorbate, mica, benzoin resin, carrot seed oil, organic, wildcrafted, non",https://credobeauty.com//collections/all-moisturizers/products/josh-rosebrook-nutrient-day-cream-with-spf-30-tinted,clean,Credo
Perfect Zen Body Lotion,Ursa Major,all-moisturizers,26.0,"aloe vera leaf juice, sunflower seed oil, cetearyl alcohol, glycerin, caprylic, cetearyl glucoside, cetyl palmitate, meadowfoam seed oil, mandarin red peel oil, sweet orange peel oil, bergamot peel oil, lavender flower oil, rosemary leaf oil, petitgrain bigarada leaf, sandalwood wood oil, cedar wood oil, xanthan gum, rosemary leaf extract, dehydroacetic acid, benzyl alcohol certified organic",https://credobeauty.com//collections/all-moisturizers/products/ursa-major-perfect-zen-body-lotion,clean,Credo
Vital Boost Moisturizer,Goldfaden M.D.,all-moisturizers,68.0,"water, simmondsia chinensis seed oil, cetyl alcohol, candelilla, glyceryl stearate, glycerin, sodium hyaluronate, squalane, magnesium aluminum silicate, sodium stearoyl lactylate, glyceryl caprylate, xanthan gum, cellulose gum, cetearyl alcohol, phenoxyethanol, ethylhexylglycerin, cholecalciferol, citrus paradisi peel oil, emblica officinalis fruit extract",https://credobeauty.com//collections/all-moisturizers/products/goldfaden-md-vital-boost-moisturizer,clean,Credo
Atmosphere Protection Cream,Osea,all-moisturizers,48.0,"Aqua, Algae Extract, Coco, Macadamia Ternifolia Seed Oil, Sorbitan Olivate, Cetearyl Glucoside, Butyrospermum Parkii, Simmondsia Chinensis Seed Oil, Persea Gratissima Oil, Tocopherol, Calendula Officinalis Flower Extract, Xanthan Gum, Laminaria Digitata Extract, Ginkgo Biloba Leaf Extract, Chamomilla Recutita Flower Extract, Lavandula Angustifolia Oil, Pelargonium Graveolens, Magnesium Aluminum Silicate, Citrus Grandis Peel Oil, Potassium Sorbate, Glycine ORGANIC INGREDIENT",https://credobeauty.com//collections/all-moisturizers/products/osea-atmosphere-protection-cream,clean,Credo
Age-Proof Replenishing Night Cream,Trilogy,all-moisturizers,57.0,"aqua, coco, prunus amygdalus dulcis oil, cetearyl alcohol, cetearyl olivate sorbitan olivate, caprylic, salvia hispanica seed oil, theobroma cacao seed butter, vaccinium angustifolia seed oil, fragaria vesca seed oil, punica granatum seed oil, ubiquinone, glycyrrhiza glabra root extract, morus alba root extract, cucumis sativa fruit extract, chamomilla recutita flower extract, oenothera biennis seed oil, sodium hyaluronate, tocopheryl acetate, sclerocarya birrea seed oil, olea europaea fruit oil, persea gratissima, aloe barbadensis leaf juice, calendula officinalis flower extract glycine soja oil, camellia oleifera seed oil, sodium stearoyl glutamate, citric acid, sodium hydroxide, dehydroacetic acid benzyl alcohol, parfum, benzyl alcohol, citronellol, limonene, eugenol, farnesol, geraniol, linalool",https://credobeauty.com//collections/all-moisturizers/products/replenishing-night-cream,clean,Credo
Moisture Balancing Lotion,January Labs,all-moisturizers,28.0,"Squalane, Aloe Vera, Avocado Oil, Glycerin, Vitamin E, Jojoba Seed Oil, Sesame Seed Oil, Shea Butter, Palmitoyl Tripeptide, Palmitoyl Tetrapeptide, Glyceryl Stearate, Sunflower Seed Oil, Goji Fruit Extract, Organic Cucumber Extract, Organic Chamomile Extract, Organic Argan Oil, Ethylhexylglycerin, Cetyl Alcohol, Palmitoyl Tripeptide, Isopropyl Palmitate, Coconut oil, starflower Seed Oil, Evening Primrose Oil, Linseed Seed Oil, Cranberry Oil, Olive Oil, Lime Oil, Rose oil, Green Tea Leaf Extract, Water",https://credobeauty.com//collections/all-moisturizers/products/moisture-balancing-lotion,clean,Credo
Avocado & Jojoba Hydrating Day Cream,Pai,all-moisturizers,55.0,"avocado, d and e as well as deep penetrating oils, which hydrate, nourish and soften the skin, this oil helps keep skin soft and supple, it melts away to leave a silky smooth complexion, simmondsia chinensis seed oil, persea gratissima oil, carthamus tinctorius seed oil, cetearyl alcohol, glycerin, borago officinalis seed oil, butyrospermum parkii butter, cetearyl glucoside, mixed tocopherols, helianthus annuus seed oil, pelargonium graveolens oil, litsea cubeba fruit oil, jasminum officinale flower extract, sodium levulinate, sodium anisate, glyceryl stearate citrate, sodium lauroyl lactylate, lactic acid  naturally occurring in essential oils, citronellol, geraniol, limonene, linalool certified organic by the soil association, artificial fragrances, alcohol, parabens, phenoxyethanol, propylene glycol, formaldehyde, sodium lauryl sulfate or other irritants",https://credobeauty.com//collections/all-moisturizers/products/avocado-jojoba-hydrating-day-cream,clean,Credo
Multi Peptide 360 Moisture Cream,Evolve Organic Beauty,all-moisturizers,40.0,"aqua, caprylic, isoamyl laurate, glycerin, cetearyl alcohol, glyceryl stearate, candelilla, theobroma grandiflorum seed butter, helianthus annuus seed oil, caryodendron orinocense seed oil,hydrolyzed plukenetia volubilis seed extract, opuntia ficus, sodium hyaluronate, aloe barbadensis leaf juice powder, dipalmitoyl hydroxyproline, sodium stearoyl lactylate, isoamyl cocoate, microcrystalline cellulose, sodium levulinate, vanilla planifolia extract, rosa damascena flower oil, citrus reticulata peel oil, sodium dehydroacetate, cetearyl glucoside, xanthan gum, cellulose gum, sodium anisate, tocopherol, disodium phosphate, sodium benzoate, d",https://credobeauty.com//collections/all-moisturizers/products/multi-peptide-360-moisture-cream,clean,Credo
Repairative Moisturizer,Tata Harper,all-moisturizers,116.0,"aloe barbadensis leaf juice, mangifera indica seed butter, carthamus tinctorius oleosomes, aqua, salix alba bark extract, caprylic, olea europaea oil, glycerin, simmondsia chinensis seed oil, rosa damascena flower water, cetearyl olivate, mel, leuconostoc ferment filtrate, theobroma cacao butter, sorbitan olivate, sodium hyaluronate, borago officinalis leaf extract, medicago sativa extract, calendula officinalis flower extract, arnica montana extract, propanediol, sodium phytate, galactoarabinan, sclerotium gum, cetyl palmitate, sorbitan palmitate, lavandula stoechas extract, sambucus nigra fruit extract, menyanthes trifoliata flower extract, tilia europaea leaf & flower extract, spiraea ulmaria flower extract, aroma, citral, citronellol, eugenol, geraniol, limonene, linalool",https://credobeauty.com//collections/all-moisturizers/products/tata-harper-repairative-moisturizer,clean,Credo
Revitalizing Day Moisturizer,Goop,all-moisturizers,100.0,"aloe barbadensis leaf juice, citrus medica limonum juice, pyrus malus juice, vitis vinifera juice, glycerin, vegetable oil, diheptyl succinate, cetearyl alcohol, coconut alkanes, caprylic, fusanus spitacus kernel oil, polyglyceryl, stearic acid, squalane, essential oil blend, lavandula angustifolia oil, and citrus medica limonum oil, cetearyl olivate, ethylhexylglycerin, glyceryl stearate, hydroxypropyl starch phosphate, sorbitan olivate, iris pallida leaf cell extract, narcissus poeticus flower extract, gluconolactone, hydrogenated olive oil, olea europaea fruit oil, prunus amygdalus dulcis oil, palmitoyl tripeptide, xanthan gum, sodium benzoate, behenyl behenate, tribehenin, lysolecithin, sclerotium gum, euphorbia cerifera wax, linum usitatissimum seed extract, capryloyl glycerin, sodium hydroxide, pullulan, tocopherol, coco, helianthus annus seed oil, ascorbic acid",https://credobeauty.com//collections/all-moisturizers/products/revitalizing-day-moisturizer,clean,Credo
Pink Cloud Rosewater Moisture Crème,Herbivore Botanicals,all-moisturizers,48.0,"aloe barbadensis leaf juice, helianthus annuus seed oil, isoamyl laurate, rosa damascena flower water, glyceryl stearate citrate, cetearyl alcohol, glyceryl caprylate, populus tremuloides bark extract, aleurites moluccana nut oil, propanediol, myrothamnus flabellifolia extract, ascorbic acid, citric acid, glycerin, cetearyl alcohol, cocos nucifera extract, butyrospermum parkii nut butter, oryza sativa seed extract, camellia sinensis leaf extract, sodium hyaluronate, melia azadirachta flower extract, corallina officinalis extract, coccinia indica fruit extract, melia azadirachta leaf extract, solanum melongena fruit extract, aloe barbadensis flower extract, ocimum sanctum leaf extract, curcuma longa root extract, rosmarinus officinalis leaf extract, sclerotium gum, rosa damascena flower oil, xanthan gum, sodium phytate, alcohol, sodium anisate ingredients in bold are certified organic",https://credobeauty.com//collections/all-moisturizers/products/pink-cloud-rosewater-moisture-creme,clean,Credo
Incredibly Clear Mattifying Moisturizer,Acure,all-moisturizers,17.0,"water, aloe barbadensis leaf juice, euterpe oleracea fruit extract, rubus fruticosus fruit extract, rosa canina fruit extract, punica granatum  fruit extract, calendula officinalis flower extract, matricaria recutita flower extract, aspalathus linearis leaf extract, glyceryl stearate citrate, cetearyl alcohol, glyceryl caprylate, cathamustinctorius seed oil, theobroma cacao seed butter, cocoglycerides, glycerin, helianthus annuus seed oil, sodium levulinate, potassium sorbate, glyceryl laurate, oenothera biennis oil, tocopherol acetate, chlorella vulgaris extract, argania spinosa kernel oil, ubiquinone, salvia officinalis leaf extract, lavandula officinalis flower oil, menthaspicata leaf extract, syringavulgaris leaf cell culture extract",https://credobeauty.com//collections/all-moisturizers/products/acure-organics-oil-matifying-facial-moisturizer,clean,Credo
Advanced Protection Cream,Osea,all-moisturizers,108.0,"Aqua, Caprylic, Carthamus Tinctorius Seed Oil, Squalane, Dipalmitoyl Hydroxyproline, Glycerin, Cetearyl Alcohol, Cetearyl Glucoside, Helianthus Annuus Oil, Alkyl Glucoside, Glyceryl Stearate, Stearic Acid, Leuconostoc, Aloe Barbadensis Leaf Juice, Macadamia Ternifolia Seed Oil, Citrus Limon Seed Oil, Hydroxyethylcellulose, Persea Gratissima Oil, Simmondsia Chinensis Seed Oil, Gigartina Skottsbergii Extract, Capryloyl Glycine, Undecylenoyl Glycine, Glycine, Calendula Officinalis Flower Extract, Anthemis Nobilis Flower Extract ORGANIC INGREDIENT",https://credobeauty.com//collections/all-moisturizers/products/osea-advanced-protection-cream,clean,Credo
Unscented Shea Butter,Eu'Genia,all-moisturizers,12.0,"butyrospermum parkii, shea oleifera seed oil, moringa oleifera seed oil, and adansonia digitata oil",https://credobeauty.com//collections/all-moisturizers/products/unscented-shea-butter,clean,Credo
Retexturizing Night Cream,January Labs,all-moisturizers,74.0,"water, lactic acid, caprylic, sodium lactate, hydroxyethyl acrylate, palmitoyl tripeptide, verbena officinalis extract, beta glucan, vitis vinifera seed oil, butyrospermum parkii, glycerin, panthenol, hydrolyzed soybean fiber, niacinamide, glyceryl stearate, stearyl alcohol, sodium stearoyl lactylate, aloe barbadensis leaf extract, hydrolyzed hyaluronic acid, citrus aurantifolia oil, ascorbyl palmitate, tocopheryl acetate, xanthan gum",https://credobeauty.com//collections/all-moisturizers/products/retexturizing-night-cream,clean,Credo
Skin Savior Multi-Tasking Wonder Balm,One Love Organics,all-moisturizers,49.0,"cocos nucifera oil, glycine soja seed oil, cera alba, simmondsia chinesis seed oil, jojoba esters, citrus aurantium dulcis peel wax, mangifera indica seed butter, salvia hispanica seed extract rosmarinus officinalis leaf extract, avena sativa, limnanthes alba seed oil, tocopherol, vanilla planifolia fruit extract",https://credobeauty.com//collections/all-moisturizers/products/one-love-organics-skin-savior-multi-tasking-wonder-balm,clean,Credo
Echium & Argan Gentle Eye Cream,Pai,all-moisturizers,54.0,"echium, incredibly effective forms of omegas 3 & 6, which together work to regenerate damaged skin, argania spinosa kernel oil, prunus armeniaca kernel oil, carthamus tinctorius seed oil, cetearyl alcohol, glycerin, butyrospermum parkii butter, cetearyl glucoside, echium plantagineum seed oil, rosa canina seed extract, pelargonium graveolens oil, citrus aurantium dulcis peel oil, jasminum grandiflorum flower extract, helianthus annuus seed oil, rosmarinus officinalis leaf extract, tocopherol, sodium levulinate, sodium anisate, sodium lauroyl lactylate, glyceryl stearate citrate, lactic acid, d, geraniol, linalool organically produced",https://credobeauty.com//collections/all-moisturizers/products/echium-argan-gentle-eye-cream,clean,Credo
Stem Cellular Anti-Wrinkle Moisturizer,Juice Beauty,all-moisturizers,70.0,"juice beauty proprietary blend of fruit stem cells, grape buds & lemon leaf, vitis vinifera, citrus medica limonum, aloe barbadensis, caprylic, simmondsia chinensis, cetearyl alcohol, glyceryl stearate, stearic acid, glycerin, helianthus annuus, ethylhexyl palmitate, xanthan gum, butyrospermum parkii, malus domestica, vitis vinifera, citrus medica limonum, tocopherol, oenothera biennis, linum usitatissimum, borago officinalis, sodium benzoate, potassium sorbate, ethylhexylglycerin, magnesium ascorbyl phosphate, panthenol, allantoin, citrus reticulata, litsea cubeba, cinnamomum camphora",https://credobeauty.com//collections/all-moisturizers/products/stem-cellular-moisturizer,clean,Credo
Daily Moisturizer,Peet Rivko,all-moisturizers,48.0,"water, caprylic, glyceryl stearate, glycerin, stearic acid, organic butyrospermum parkii fruit, organic simmondsia chinensis seed oil, organic aloe barbadensis leaf Extract, potassium cetyl phosphate, xanthan gum, gluconolactone, sodium benzoate",https://credobeauty.com//collections/all-moisturizers/products/daily-moisturizer,clean,Credo
