name,brand,category,price,ingredients,url,type,store
Vitality Face Treatment Oil,Vered Organic Botanicals,treatments,138.0,"simmondsia chinensis seed oil, persa americana oil, prunus amygdalus dulcis, cucurbita pepo seed oil, calophyllum inophyllum seed oil, cannabis sativa seed oil, rosa canina fruit seed, borago officinalis seed oil, coffea arabica seed oil, herbal extracts of, althaea officinalis root, glycyrrhiza glabra root, cymbopogons citratus, stellaria media, foeniculum vulgare seed, calendula officinalis flower, melissa officinalis leaf, withania somniferan root powder, arctium lappa root powder, sambucus nigra flower, plantago major leaf, curcuma longa root, vanilla planifolia bean, rosa damascena flower oil, cananga odorata leaf oil, curcuma longa oil, coffea arabica seed oil, jasminum grandiflorum, citrus reticulate peel oil tocopherol oil, linalool, limonene, geraniol, benzyl alcohol, eugenol, citral, citronellol  certified organic",https://credobeauty.com//collections/treatments/products/anti-aging-face-treatment-oil,clean,Credo
Beauty Oil,RMS Beauty,treatments,78.0,"golden simmondsia chinensis seed oil, rosa mosqueta seed oil, herbs infused in golden simmondsia chinensis seed oil, equisetum arvense, calendula officinalis, hemidesmus indicus, curcuma longa, withania somnifara ,glycyrrhiza glabia, olea europaea, mauritia flexuosa fruit oil, calophyllum inophyllum seed oil, tocopherol, vanilla planifolia extract, as they have been known to adversely affect the potency of herbal extracts and may cause skin irritation as well as long term skin dehydration",https://credobeauty.com//collections/treatments/products/rms-beauty-oil,clean,Credo
Essential Serum,Kari Gran,treatments,65.0,"organic camellia oleifera oilorganic rosa canina fruit oilorganic helianthus annuus oilorganic simmondsia chinensis oilorganic persea gratissima oilorganic prunus amygdalus dulcis oilorganic olea europaea, organic helianthus annuus & organic calendula officinalis oilorganic olea europaea & organic arnica montana oilorganic lavandula hybrida oilwildharvested boswellia sacra oilrosa damascena oiljasminum sambac oilorganic hippophae rhamnoides oilorganic cananga odorata oiltocopherol",https://credobeauty.com//collections/treatments/products/essential-serum,clean,Credo
Aknari Brightening Youth Serum,Mun,treatments,110.0,"Opuntia Ficus, Argania Spinosa Oil, Rosa Damascena Flower Oil Certified Organic",https://credobeauty.com//collections/treatments/products/mun-no-1-aknari-brightening-youth-serum,clean,Credo
Blemish Lotion,Indie Lee,treatments,26.0,"water, isopropyl alcohol, colloidal sulfur, zinc oxide, salicylic acid, clay, iron oxide",https://credobeauty.com//collections/treatments/products/blemish-lotion,clean,Credo
Banish Stick,Indie Lee,treatments,28.0,"isopropyl alcohol, water, zinc sulfate, salicylic acid, glycolic acid, camphor, witch hazel, cellulose gum, menthol",https://credobeauty.com//collections/treatments/products/banish-stick,clean,Credo
Boosted Contouring Serum 2.0,Tata Harper,treatments,295.0,"Hordeum Vulgare Leaf Juice, Aqua, Glycerin, Caprylic, Rosa Damascena Flower Water, Propanediol, Cocos Nucifera Fruit Extract, Silybum Marianum Ethyl Ester, Arachidyl Alcohol, Glyceryl Stearate SE, Helianthus Annuus Seed Wax, Cetearyl Olivate, Cetyl Alcohol, Dipalmitoyl Hydroxyproline, Glyceryl Undecylenate, Algae Extract, Narcissus Tazetta Bulb Extract, Hyaluronic Acid, Citrus Aurantium Dulcis Flower Extract, Punica Granatum Extract, Carthamus Tinctorius Oleosomes, Leontopodium Alpinum Callus Culture Extract, Sambucus Nigra Fruit Extract, Calcium Ketogluconate, Phoenix Dactylifera Seed Extract, Sodium Hyaluronate, Voandzeia Subterranea Seed Extract, Pistacia Lentiscus Gum, Centella Asiatica Extract, Algae Oligosaccharides, Alaria Esculenta Extract, Menyanthes Trifoliata Leaf Extract, Rosmarinyl Glucoside, Lavandula Stoechas Extract, Caffeyl Glucoside, Gallyl Glucoside, Sorbitan Olivate, Ribose, Rosa Rubiginosa Seed Oil, Saccharide Isomerate, Arachidyl Glucoside, Salix Alba Bark Extract, Glyceryl Caprylate, Helianthus Annuus Seed Oil, Opuntia Ficus Indica, Santalum Spicatum Seed Oil, Camellia Oleifera Seed Oil, Camellia Sinensis Seed Oil, Euterpe Oleracea Fruit Oil, Plukenetia Volubilis Seed Oil, Arnica Montana Extract, Borago Officinalis Leaf Extract, Calendula Officinalis Flower Extract, Medicago Sativa Extract, Spiraea Ulmaria Extract, Tocopherol, Olea Europaea Oil, Aroma, Behenyl Alcohol, Maltodextrin, Xanthan Gum, p, Acacia Senegal Gum, Leuconostoc, Citric Acid, Sodium Citrate, Benzyl Alcohol, Benzyl Benzoate, Citral, Citronellol, Eugenol, Geraniol, Limonene, Linalool Ingredients from Organic farming",https://credobeauty.com//collections/treatments/products/boosted-contouring-serum-2-0,clean,Credo
Organic Face Serum with Coffee Oil,UpCircle,treatments,20.0,"100% natural ingredients, carthamus tinctorius seed oil, simmondsia chinensis seed oil, coffea arabica seed oil, hippophae rhammoides seed oil, rosa canina fruit oil, rubus idaeus seed oil, citrus aurantium bergamia fruit oil, pelargonium graveolens flower oil, citrus limonum peel oil, cymbopogon martinii oil, vetiveria zizanoides root oil, rosa damascena flower oil, calendula officinalis flower extract, ^limonene, ^geraniol, ^linalool, ^citronellol, ^citral, ^farnesol",https://credobeauty.com//collections/treatments/products/organic-face-serum-with-coffee-oil,clean,Credo
Blueberry Oil Booster,BYBI Beauty,treatments,17.0,vaccinium angustifolium seed oil,https://credobeauty.com//collections/treatments/products/blueberry-booster,clean,Credo
Essential Nutrients Face Serum,Vertly,treatments,110.0,"simmondsia chinensis seed oil, prunus armeniaca kernel oil,borago officinalis seed oil, punica granatum seed oil, cucumis sativus oil, full spectrum cannabinoids, caprylic, vaccinium macrocarpon seed oil, brassica oleracea italica seed oil, persea gratissima oil, coffea arabica oil, calendula officinalis, flower, centella asiatica, equisetum arvense, urtica dioica, hippophae rhamnoides fruit oil, tocopherol, rosmarinus officinalis leaf extract, citrus aurantium oil, citrus limon oil, pelargonium graveolens oil, boswellia carteri oil, jasminum grandiflorum oil, citrus aurantium oil, daucus carota oil   certified organic",https://credobeauty.com//collections/treatments/products/essential-nutrients-face-serum,clean,Credo
Beauty Sleep Elixir,Beuti Skincare,treatments,70.0,"camellia oleifera seed oil, salvia hispanica seed oil, prunus cerasus see oil, fragaria ananassa seed oil, punica granatum seed oil, vaccinium corymbosum seed oil, vaccinium macrocarpon seed oil, fusanus spicatus kernel oil, rubus idaeus seed oil, hippophae rhamnoides fruit oil, Lavandula angustifolia herb oil, pelargonium graveolens flower oil, Santalum spicatum oil, citrus aurantium amara flower oil, caprylic, sea whip extract, limonene+, linalool+, citral+, citronellol+, geraniol+, farnesol+ organic +naturally occurs in essential oils",https://credobeauty.com//collections/treatments/products/beauty-sleep-elixir,clean,Credo
Triple Active Reclaiming Serum,January Labs,treatments,86.0,"water, c12, aloe barbadensis leaf juice, glycerin, niacinamide, caprylic, retinol propanediol, diheptyl succinate, polyglyceryl, tocopherol, capryloyl glycerin, sodium ascorbyl phosphate, sodium ascorbate, xanthan gum, sorbitan oleate, lecithin, sclerotium gum, pullulan, sodium lactate, sodium pca, phenoxyethanol, sodium phytate, ethylhexylglycerin, sea whip extract, lactic acid",https://credobeauty.com//collections/treatments/products/triple-action-reclaiming-serum,clean,Credo
C-Therapy Serum,Marie Veronique,treatments,90.0,camellia sinensis leaf infusion vitamin c  simmondsia chinensis seed oil lactobacillus,https://credobeauty.com//collections/treatments/products/c-therapy-serum,clean,Credo
The Straight A,Maya Chia,treatments,125.0,"Supercritical chia Seed Oil, Encapsulated Retinol Phospholipids, Rosa canina seed Oil, Vigna aconitifolia seed Extract, Bakuchiol, Caprylic, Rubus idaeus Seed Oil, Mauritia flexuosa Oil, Tetrahexyldecyl Ascorbate, Helianthus annuus Seed Oil, Saccharomyces, Rosa x damascena Extract, Tocopherol, Rosemary Officinalis Extract Certified Organic Ingredients or Wild Crafted",https://credobeauty.com//collections/treatments/products/the-straight-a,clean,Credo
Detox Serum,Grown Alchemist,treatments,55.0,"Aqua, Heptyl Glucoside, Cellulose Gum, Carrageenan, Benzyl Alcohol, Ceratonia Siliqua Gum, Sucrose, Aloe Barbadensis Leaf Extract, Fructose, Glycerin, Withania Somnifera Root Extract and Niacinamide  and Panthenol, Tocopherol, Dehydroacetic Acid, Pelargonium Graveolens Oil, Sodium Phytate, Cananga Odorata Flower Oil, Citral, Geraniol, Citronellol, Linalool",https://credobeauty.com//collections/treatments/products/detox-serum,clean,Credo
Instant Smoothing Serum,Grown Alchemist,treatments,95.0,"aqua, sodium hyaluronate, benzyl alcohol, dehydroacetic acid",https://credobeauty.com//collections/treatments/products/instant-smoothing-serum,clean,Credo
Concentrated Brightening Serum 2.0 Mini,Tata Harper,treatments,125.0,"Hordeu Vulgare Leaf Juice, Glycerin, Aqua, Rosa Damascena Flower Water, Caprylic, Propanediol, Simmondsia Chinensis Seed Oil, Cetyl Alcohol, Cocos Nucifera Fruit Extract, Lactobacillus Ferment Lysate Filtrate, Arachidyl Alcohol, Helianthus Annuus Seed Wax, Silybum Marianum Ethyl Ester, Cetearyl Olivate, Glyceryl Stearate SE, Glyceryl Undecylenate, Aroma, Hydrolyzed Algin, Diglucosyl Gallic Acid, Carthamus Tinctorius Oleosomes, Hyaluronic Acid, Leontopodium Alpinum Callus Culture Extract, Salix Alba Bark Extract, Calcium Ketogluconate, Phoenix Dactylifera Seed Extract, Menyanthes Trifoliata Leaf Extract, Voandzeia Subterranea Seed Extract, Lavandula Stoechas Extract, Dunaliella Salince Extract, Sodium Hyaluronate, Rosmarinyl Glucoside, Dicrateria Rotunda, Caffeyl Glucoside, Gallyl Glucoside, Algae Extract, Narcissus Tazetta Bulb Extract, Ascophyllum Nodosum Extract, Hippophae Rhamnoides Oil, Opuntia Ficus Indica, Dictyopteris Membranacea Extract, Sambucus Nigra Fruit Extract, Euterpe Oleracea Fruit Oil, Olea Europaea Oil, Pancratium Maritimum Extract, Helianthus Annuus Seed Oil, Morus Alba Fruit Extract, Sambucus Nigra Fruit Extract, Arnica Montana Extract, Borago Officinalis Leaf Extract, Calendula Officinalis Flower Extract, Medicago Sativa Extract, Spiraea Ulmaria Extract, Centella Asiatica Extract, Lactobacillus Ferment, Squalane, Camellia Sinensis Seed Oil, Oenothera Biennis Oil, Rosa Rubiginosa Seed Oil, Camellia Oleifera Seed Oil, Santalum Spicatum Seed Oil, Plukenetia Volubilis Seed Oil, Tocopherol, Sucrose, Lecithin, Sodium Phytate, Behenyl Alcohol, Glyceryl Caprylate, Sorbitan Olivate, Citric Acid, Sodium Citrate, Saccharide Isomerate, Arachidyl Glucoside, Maltodextrin, Acacia Senegal Gum, Xanthan Gum, Benzyl Alcohol, Benzyl Benzoate, Citral, Citronellol, Eugenol, Geraniol, Limonene, Linalool Ingredients from Organic farming",https://credobeauty.com//collections/treatments/products/concentrated-brightening-serum-2-0-mini,clean,Credo
Boosted Contouring Serum 2.0 Mini,Tata Harper,treatments,125.0,"Hordeum Vulgare Leaf Juice, Aqua, Glycerin, Caprylic, Rosa Damascena Flower Water, Propanediol, Cocos Nucifera Fruit Extract, Silybum Marianum Ethyl Ester, Arachidyl Alcohol, Glyceryl Stearate SE, Helianthus Annuus Seed Wax, Cetearyl Olivate, Cetyl Alcohol, Dipalmitoyl Hydroxyproline, Glyceryl Undecylenate, Algae Extract, Narcissus Tazetta Bulb Extract, Hyaluronic Acid, Citrus Aurantium Dulcis Flower Extract, Punica Granatum Extract, Carthamus Tinctorius Oleosomes, Leontopodium Alpinum Callus Culture Extract, Sambucus Nigra Fruit Extract, Calcium Ketogluconate, Phoenix Dactylifera Seed Extract, Sodium Hyaluronate, Voandzeia Subterranea Seed Extract, Pistacia Lentiscus Gum, Centella Asiatica Extract, Algae Oligosaccharides, Alaria Esculenta Extract, Menyanthes Trifoliata Leaf Extract, Rosmarinyl Glucoside, Lavandula Stoechas Extract, Caffeyl Glucoside, Gallyl Glucoside, Sorbitan Olivate, Ribose, Rosa Rubiginosa Seed Oil, Saccharide Isomerate, Arachidyl Glucoside, Salix Alba Bark Extract, Glyceryl Caprylate, Helianthus Annuus Seed Oil, Opuntia Ficus Indica, Santalum Spicatum Seed Oil, Camellia Oleifera Seed Oil, Camellia Sinensis Seed Oil, Euterpe Oleracea Fruit Oil, Plukenetia Volubilis Seed Oil, Arnica Montana Extract, Borago Officinalis Leaf Extract, Calendula Officinalis Flower Extract, Medicago Sativa Extract, Spiraea Ulmaria Extract, Tocopherol, Olea Europaea Oil, Aroma, Behenyl Alcohol, Maltodextrin, Xanthan Gum, p, Acacia Senegal Gum, Leuconostoc, Citric Acid, Sodium Citrate, Benzyl Alcohol, Benzyl Benzoate, Citral, Citronellol, Eugenol, Geraniol, Limonene, Linalool Ingredients from Organic farming",https://credobeauty.com//collections/treatments/products/boosted-contouring-serum-2-0-mini,clean,Credo
GOOPGLOW 20% Vitamin C + Hyaluronic Glow Serum,Goop,treatments,125.0,"aqua, ascorbic acid, glycerin, dimethyl isosorbide, pentylene glycol, propanediol, terminalia ferdinandiana fruit extract, sodium hyaluronate, ferulic acid, olea europaea leaf extract, zizyphus jujuba seed extract, levan, decyl glucoside, galactoarabinan, sodium citrate, xylitol, caprylic acid, sodium hydroxide, citric acid, phenethyl alcohol, ethylhexylglycerin, potassium sorbate, caprylyl glycol",https://credobeauty.com//collections/treatments/products/goopglow-20-vitamin-c-hyaluronic-glow-serum,clean,Credo
Aloha Youth Serum,Honua Hawaiian Skincare,treatments,58.0,"water, cocos nucifera liquid endosperm, aloe barbadensis leaf juice, helianthus annuus seed oil, calophyllum tacamahaca seed oil, rosa damascena flower water, aleurites moluccanus seed oil, glycerin, lecithin, glyceryl stearate, curcuma longa root oil, psoralea corylifolia seed oil, morinda citrifolia fruit extract, hibiscus sabdariffa flower extract, humulus lupulus extract, theobroma cacao extract, simmondsia chinensis seed oil, symphytum officinale rhizome, equisetum arvense leaf extract, macadamia ternifolia seed oil, cananga odorata flower oil, rosmarinus officinalis leaf extract, cetearyl glucoside, tocopherol, sodium benzoate, potassium sorbate, xanthan gum, citric acid",https://credobeauty.com//collections/treatments/products/aloha-youth-serum,clean,Credo
Signal Peptides Firming Eye Balm,Juice Beauty,eye-care,80.0,"cocos nucifera, helianthus annuus, vegetable oil, copernicia cerifera, butyrospermum parkii, glycerin, hydroxystearic, euphorbia cerifera, caprylic, bismuth chloride oxide, spilanthes acmella, hydrolyzed rice bran extract, phosphatidylglycerol, vaccinium angustifolium, tocopherol, squalene",https://credobeauty.com//collections/eye-care/products/signal-peptides-firming-eye-balm,clean,Credo
PlantGenius Line-Filling Eye Balm,Alpyn Beauty,eye-care,62.0,"water, sodium hyaluronate, cetearyl alcohol, squalane, coconut alkanes, glycerin, pyrus malus fruit extract, coco, mica, titanium dioxide, bakuchiol, centella asiatica meristem cell culture, xanthan gum, euphrasia officinalis extract, cetearyl glucoside, sorbitan stearate, dehydroacetic acid, benzyl alcohol, linoleic acid, cetyl hydroxyethylcellulose, caffeine, tripeptide, potassium sorbate, hydrolyzed sodium hyaluronate, kappaphycus alvarezii extract, caesalpinia spinosa fruit extract, tocopherol, tin oxide, caesalpinia sappan bark extract, glycyrrhiza glabra root extract, helianthus annuus seed oil, arctostaphylos uva ursi leaf extract, ascorbic acid, ceramide ng, simmondsia chinensis seed oil, salvia officinalis leaf extract, arnica montana flower extract, borago officinalis flower extract, calendula officinalis flower extract, chamomilla recutita flower extract",https://credobeauty.com//collections/eye-care/products/plantgenius-line-filling-eye-balm,clean,Credo
Bright Eyes - Dark Circle Radiance Concentrate,Goldfaden M.D.,eye-care,55.0,"water, simmondsia chinensis seed oil, cetyl alcohol, candelilla, glyceryl stearate, glycerin, sodium hyaluronate, squalane, glycine soja oil, prunus armeniaca kernel oil, magnesium aluminum silicate, cetearyl alcohol, sodium stearoyl lactylate, xanthan gum, glycine soja protein, hydrolyzed rice protein, superoxide dismutase, chondrus crispus extract, mica, phenoxyethanol, ethylhexylglycerin, arnica montana flower extract, tocopherol, glyceryl caprylate, cellulose gum, citrus paradisi peel oil, aspalathus linearis leaf extract",https://credobeauty.com//collections/eye-care/products/goldefaden-md-bright-eyes-dark-circle-radiance-complex,clean,Credo
Perfecting Eye Cream,Goop,eye-care,90.0,"aloe barbadensis leaf juice, citrus medica limonum juice, pyrus malus juice, vitis vinifera juice, vegetable oil, glycerin, glyceryl stearate, polyglyceryl, jojoba esters, coconut alkanes, caprylic, fusanus spicatus kernel oil, hydroxypropyl starch phosphate, polyglyceryl, squalane, hydrogenated olive oil, olea europaea fruit oil, prunus amygdalus dulcis oil, iris pallida leaf cell extract, narcissus poeticus flower extract, caprylyl glycol, cetearyl alcohol, lonicera caprifolium flower extract, palmitoyl tripeptide, euphorbia cerifera wax, xanthan gum, tocopherol, caprylhydroxamic acid, coco, helianthus annuus seed oil",https://credobeauty.com//collections/eye-care/products/perfecting-eye-cream,clean,Credo
Restorative Eye Creme,Tata Harper,eye-care,105.0,"aloe barbadensis leaf juice, aqua, carthamus tinctorius oleosomes, lavandula angustifolia flower, caprylic, glycerin, olea europaea oil, propanediol, mangifera indica seed butter, cetearyl alcohol, cetearyl olivate, centella asiatica extract, leuconostoc ferment filtrate, cetearyl glucoside, pheonix dactylifera seed extract, menyanthes trifoliata leaf extract, polygonum fagopyrum seed extract, lavandula stoechas extract, narcissus tazetta bulb extract, arnica montana extract, borago officinalis leaf extract, medicago sativa extract, spiraea ulmaria flower extract, calendula officinalis flower extract, sambucus nigra fruit extract, salix alba bark extract, p, sodium phytate, leuconostoc ferment filtrate, superoxide dismutase, soybean peroxidase, aroma, sorbitan olivate, oryza sativa extract, sclerotium gum, cetyl palmitate, sodium hyaluronate, sorbitan palmitate, hydrogenated vegetable oil, citral, citronellol, eugenol, geraniol, limonene, linalool",https://credobeauty.com//collections/eye-care/products/tata-harper-restorative-eye-creme,clean,Credo
Frankincense Intense Lift Eye Cream,Neal's Yard Remedies,eye-care,90.0,"aqua, glycerin, tapioca starch, macadamia ternifolia seed oil, hydroxystearyl alcohol, butyrospermum parkii butter, theobroma cacao seed butter, stearic acid, glycine soja oil, prinsepia utilis seed oil, bassia butyracea seed butter, caffeine, coffea arabica seed oil, caprylic, hydroxystearyl glucoside, adansonia digitata seed oil, argania spinosa kernel oil, ricinus communis seed oil, vitis vinifera seed oil, ribose, levulinic acid, aloe barbadensis leaf juice powder, sodium gluconate, acacia senegal gum, boswellia sacra gum, hyaluronic acid, xanthan gum, sodium levulinate, citric acid, curcuma longa root extract, sodium anisate, potassium sorbate, tocopherol, dehydroacetic acid, sea water extract, sodium hyaluronate, boswellia sacra resin oil, helianthus annuus seed oil, cylindrotheca fusiformis extract, linum usitatissimum seed extract, citrus nobilis peel oil, citrus aurantium bergamia peel oil, commiphora confusa resin oil, citrus aurantium amara flower oil, commiphora myrrha oil, glucose, glyceryl caprylate, p, boswellia neglecta resin oil, palmitoyl tripeptide, dextran, trifluoroacetyl tripeptide, caprooyl tetrapeptide, limonene, linalool  organic from essential oils",https://credobeauty.com//collections/eye-care/products/frankincense-intense-lift-eye-cream,clean,Credo
Very Gentle Eye Cream,Trilogy,eye-care,40.0,"aqua, aloe barbadensis leaf juice, glycerin, coco caprylate, glyceryl stearate, stearic acid, cetearyl alcohol, prunus amygdalus dulcis oil, sodium stearoyl glutamate, cetearyl wheat straw glycosides, benzyl alcohol, aristotelia chilensis seed oil, phragmites kharka extract, poria cocos extract, hippophae rhamnoides oil, caffeine, coffee arabica seed extract, lecithin, dehydroacetic acid, citric acid, preserved with dehydroacetic acid benzyl alcohol",https://credobeauty.com//collections/eye-care/products/very-gentle-eye-cream,clean,Credo
Organic Flowers Eye Essence,Whamisa,eye-care,40.0,"aloe maculata leaf extract, astrocaryum murumuru seed butter, butyrospermum parkii butter, cetyl alcohol, cetearyl alcohol, camellia japonica seed oil, sorbitan olivate, argania spinosa kernel oil, lactobacillus, cetearyl olivate, camellia sinensis leaf extract, ☆, stearic acid, scutellaria baicalensis root extract, paeonia suffruticosa root extract, glycyrrhiza glabra root extract, lactobacillus, lactobacillus, lactobacillus, beeswax, serenoa serrulata fruit extract, angelica polymorpha sinensis root extract, trigonella foenum, leonurus sibiricus flower, aniba rosaeodora wood oil, geranium maculatum oil, citrus aurantium bergamia fruit oil ☆adenosine, d, citronellol, geraniol, linalol",https://credobeauty.com//collections/eye-care/products/organic-flowers-eye-essence,clean,Credo
Marula Resurrection Eye Cream,African Botanics,eye-care,180.0,"aqua, sclerocarya birrea seed oil, cetearyl alcohol, butyrospermum parkii, sorghum bicolor stalk juice, glycerin, hydrolyzed rice protein, hydrolyzed myrtus communis leaf extract, calendula officinalis, cetyl alcohol, yeast beta, medicago sativa, hydrolyzed lupine protein, bulbine frutescens, hyaluronic acid, butylene glycol, hydrolyzed f, isoamyl laurate, glyceryl oleate citrate, malus domestica fruit cell culture, hydrolyzed hyaluronic acid, xanthan gum, lecithin, ascorbyl palmitate, d, niacinamide, panthenol, tetrahexyldecyl ascorbate, myrothamus flabellifolius plant, ubiquinone, vitis vinifera seed oil, rosa, resveratrol ferment extract, green coffee, caffein, jasmine grandiflorum flower oil, adansonia digitata seed oil, citrillus lanatus seed oil, moringa oleifera seed oil, aspalathus linearis, kigelia africana fruit extract, cyclopia genistoides, cucumis sativus extract, arnica cordifolia extract, hamamelis virginia extract, hydrolyzed hibiscus esculentus extract, glycyrrhiza glabra root extract, malva sylvestris extract, rosa mosqueta seed oil, diamond dust, aloe ferox leaf extract, ethylhexylglycerin, phenoxyethanol organic, wild",https://credobeauty.com//collections/eye-care/products/marula-resurrection-eye-cream-1,clean,Credo
Illuminating Eye Creme,Tata Harper,eye-care,115.0,"aloe barbadensis leaf juice, shea butter ethyl esters, aqua, lavandula angustifolia flower, olea europaea oil, mica, propanediol, caprylic, cetearyl alcohol, carthamus tinctorius oleosomes, glycerin, cetearyl olivate, titanium dioxide, centella asiatica extract, silybum marianum ethyl ester, mangifera indica seed butter, leuconostoc ferment filtrate, beta vulgaris, hyaluronic acid, sodium hyaluronate, pheonix dactylifera seed extract, polygonum fagopyrum seed extract, diamond powder, cetearyl glucoside, sorbitan olivate, sclerotium gum, narcissus tazetta bulb extract, menyanthes trifoliata leaf extract, lavandula stoechas extract, cetyl palmitate, oryza sativa extract, lactobacillus, arnica montana extract, borago officinalis leaf extract, medicago sativa extract, spiraea ulmaria flower extract, calendula officinalis flower extract, sambucus nigra fruit extract, leuconostoc ferment filtrate, leuconostoc, sorbitan palmitate, sorbitan olivate, hydrogenated vegetable oil, hydrolyzed corn starch, aroma, sodium phytate, superoxide dismutase, soybean peroxidase, iron oxides, citral, citronellol, eugenol, geraniol, limonene, linalool",https://credobeauty.com//collections/eye-care/products/illuminating-eye-creme,clean,Credo
Skin Care Line T: Eye Cream,Susanne Kaufmann,eye-care,77.0,"aqua purificata, polyglyceryl, squalane, sorbitan sesquioleate, caprylyl caprylate, glycerin, cetyl ricinoleate, alcohol, caprylic, glyceryl caprate, cera alba, magnesium stearate, saccharide isomerate, tocopheryl acetate, brassica oleracea italica seed oil, zinc sulfate, echium plantagineum seed oil, rosa canina extract, oenothera biennis extract, sodium hyaluronate, helianthus annuus oil, cardiospermum halicacabum extract, ubiquinone, rosmarinus officinalis extract, tocopherol, achillea millefolium extract, althaea officinalis root extract, cham, hypericum perforatum extract, salvia officinalis extract, octyldodecanol, citric acid, sodium citrate, farnesol, linalool, limonene, benzyl salicylate, parfum, bisabolol",https://credobeauty.com//collections/eye-care/products/susanne-kaufmann-skin-care-line-t-eye-cream,clean,Credo
Restorative Eye Cream,Sahajan,eye-care,48.0,"aqua, cocos nucifera oil, mangifera indica seed butter, melia azadirachta seed oil, cetearyl alcohol, cetyl alcohol, prunus armeniaca kernel oil, polyglyceryl, prunus cerasus seed oil, glycerin, glyceryl stearate se, glyceryl stearate, candelilla, honey powder, terminalia bellerica fruit extract, terminalia chebula fruit extract, emblica officinalis fruit extract, x dehydroacetic acid, benzyl alcohol, tocopherol acetate, parfum, xanthan gum natural or organic ingredient",https://credobeauty.com//collections/eye-care/products/sahajan-restorative-eye-cream,clean,Credo
Lash and Brow Enhancing Serum,Plume Science,eye-care,95.0,"aloe barbadensis leaf juice, ricinus communis seed oil, tussilago farfara flower extract, achillea millefolium extract, cinchona succirubra bark extract, aqua, carya ovata bark extract, tocopheryl acetate, glycerin, prunus amygdalus dulcis oil, sucrose laurate, sodium stearoyl lactylate, nasturtium officinale extract, tropaeolum majus extract, mel extract, xantham gum, coleus forskohlii root oil",https://credobeauty.com//collections/eye-care/products/lash-and-brow-enhancing-serum,clean,Credo
Stem Cellular Instant Eye Lift Algae Mask,Juice Beauty,eye-care,10.0,"Juice Beauty proprietary blend of fruit stem cells, grape buds & lemon leaf, glycerin, leuconostoc, malus domestica, vitis vinifera, citrus medica limonum, xanthan gum, sodium alginate, vitis vinifera, hyaluronic acid, magnesium ascorbyl phosphate, cucumis sativus, camellia sinensis, chamomilla recutita, lavandula angustifolia, calendula officinalis, arnica montana  Mask, cellulose gum, glycerin, caprylic, citric acid, sorbitol certified organic ingredient",https://credobeauty.com//collections/eye-care/products/instant-eye-lift-algae-mask-single-use,clean,Credo
Advanced Eye Technology,January Labs,eye-care,87.0,"Water, Aloe Barbadensis Leaf Extract, Caprylic, Pentylene Glycol, Beta, Methylheptyl Isostearate, Glycerin, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Glycine Soja Protein, Hydrolyzed Rice Protein, Superoxide Dismutase, Hydrolyzed Soybean Fiber, Dimethicone, Hydrolyzed Hyaluronic Acid, Sodium Acrylate, Sodium Acrylates, Allantoin, Tetrasodium Glutamate Diacetate",https://credobeauty.com//collections/eye-care/products/advanced-eye-technology,clean,Credo
Full Brow Serum,Province Apothecary,eye-care,36.0,"ricinus communis seed oil, argania spinosa kernel oil, simmondsia chinensis seed oil [infused with coffea arabica, arctium lappa root, calendula officinalis, equisetum arvense ], brassica oleracea italica seed oil, nigella sativa seed oil, tocopherol, lavandula angustifolia, pelargonium graveolens oil, rosmarinus officinalis leaf extract + oil, laurus nobilis oil",https://credobeauty.com//collections/eye-care/products/full-brow-serum,clean,Credo
Vitamin E Eye Balm,One Love Organics,eye-care,49.0,"butyrospermum parkii butter, punica granatum sterols, helianthus annuus seed oil, jojoba esters, tocopherol, adansonia digitata seed oil, alaria esculenta extract, aspalathus linearis extract, centella asiatica extract, euphrasia officinalis extract, lavandula angustifolia oil, foeniculum vulgare oil, caprylic",https://credobeauty.com//collections/eye-care/products/one-love-organics-vitamin-e-eye-balm,clean,Credo
Green Apple Brightening Eye Cream,Juice Beauty,eye-care,42.0,"Pyrus malus juice, aloe barbadensis leaf juice, cetearyl alcohol, glycerin, helianthus annuus seed oil, simmondsia chinensis seed oil, limnanthes alba seed oil, sorbitan stearate, coconut alkanes, coco, borago officinalis seed oil, oenothera biennis oil, linum usitatissimum seed oil, persea gratissima oil, daucus carota sativa seed oil, ubiquinone, thioctic acid, dimethylaminoethanol tartrate, dipeptide, palmitoyl tetrapeptide, gluconolactone, sodium benzoate, calcium gluconate, potassium sorbate, potassium hydroxide, sodium citrate, citric acid, cucumis sativa extract, camellia sinensis leaf extract, magnesium ascorbyl phosphate, tocopherol, hesperidin methyl chalcone, squalane, cetearyl glucoside, xanthan gum",https://credobeauty.com//collections/eye-care/products/green-apple-brightening-eye-cream,clean,Credo
