name,brand,category,price,ingredients
Crema Supernova Day Cream,La Bella Figura,moisturizers,"

          $85.00
        
","['Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Rosa Damascena (Rose) Flower Distillate', 'Calendula Officinalis (Calendula) Distillate', '*theobroma grandiflorum (cupuacu) butter', 'Cetearyl Olivate (and) Sorbitan Olivate (Wax Derived From Olives)', 'Cetyl Esters', 'Plukenetia Volubilis (Sacha Inchi) Seed Oil', '*Passiflora Incarnata (Maracuja) Seed Oil', 'Terminalia Ferdinandiana (Kakadu Plum) Cell Extract', 'Sodium Hyaluronate', 'Leuconostoc Ferment Filtrate (Radish Root) Extract', '*Opuntia Ficus (Barbary Fig) Seed Oil', 'Carapa Guianensis (Andiroba) Fruit Extract', '*Glycrrhiza Glabra (Licorice Root) Extract', 'Opuntia Ficus-Indica (Barbary Fig) Extract', 'Lactobacillus/Wasabia Japonica Root Ferment Extract', 'Superoxide Dismutase', '*Helichrysum Italicum Oil', 'Arnica Montana (Arnica) Flower Oil CO2', '*Hippophae Rhamnoides (Seabuckthorn Fruit) Oil CO2', '*Olea Europea (Sicilian Extra Virgin Olive) Oil', 'Rosa Damascena (Rose Otto) Flower Oil', '*Tanacetum Annuum (Blue Tansy) Flower Oil', '*Xanthan Gum', 'Vegetable Glycerin (Non-GMO)']"
Beauty Oil,RMS Beauty,moisturizers,"

          $78.00
        
","['*Jojoba Oil', '*Rose Hip Seed Oil', ""St. John's Wort Extract"", '*Horsetail', '*Calendula Extract', '*Country Sarsaparilla', '*Ashwagandha', '*Licorice Root Extract', '*Olive Fruit Oil', 'Buriti Oil', '*Tamanu Seed Oil', 'Tocopherol', '*Vanilla Extract', 'Turmeric']"
Rosehip BioRegenerate Oil,Pai,treatments-and-serums,"

          $44.00
        
","['*Rosa Canina Seed Extract - Rosehip Seed Extract', '*Rosa Canina Fruit Extract', 'Tocopherol - Natural Vitamin E', '*Rosmarinus Officinalis Leaf Extract']"
Active Botanical Serum,Vintner's Daughter,treatments-and-serums,"

          $185.00
        
","['Vitis Vinifera (Grape) Seed Oil', 'Corylus Avellana (Hazelnut) Oil', 'Citrus Aurantium Var Bergamia (Bergamot) Peel Oil', 'Persea Americana (Avocado) Oil', 'Calendula Officinalis (Marigold)', 'Rose Damascena (Rose) Absolute', 'Daucus Carota (Carrot) Seed Oil', 'Oenothera Biennis (Evening Primrose) Oil', 'Rosa Rubignosa (Rosehip) Seed Oil', 'Citrus Limon (Lemon) Peel', 'Lavandula X Intermedia (Lavender) Flower', 'Medicago Sativa (Alfalfa) Extract', 'Urtica Dioica (Nettle) Leaf', 'Taraxacum Officinale (Dandelion) Leaf', 'Boswellia Carteri (Frankincense) Oil', 'Citrus Aurantium Var Amara (Neroil) Flower Oil', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Hippophae Rhamnoides (Sea Buckthorn) Fruit', 'Curcuma Longa (Tumeric) Root Oil,', 'Cupressus Se']"
Brighten Up Vitamin C Serum,Ursa Major,treatments-and-serums,"

          $54.00
        
","['*Aloe Barbadensis (Aloe Vera) Leaf Juice', '*Helianthus Annuus (Sunflower) Seed Oil', 'Glycerin', 'Cocoglucoside', 'Coconut Alcohol', 'Populus Tremuloides (Aspen) Bark Extract', 'Ascorbic Acid/Orange/Citrus Limon/Citrus Aurantifolia Polypeptide', '*Rosa Canina (Rosehip) Seed Extract', '*Butyrospermum Parkii (Shea) Nut Butter', 'Leontopodium Alpinum (Edelweiss) Meristem Cell Culture', 'Hydrogenated Lecithin', 'Glyceryl Caprylate', 'Sclerotium Gum', '*Rosa Damascena (Rose) Flower Oil', 'Citrus Sinensis (Blood Orange) Peel Oil', '*Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Bisabolol', 'Sodium Anisate', 'Lactic Acid', 'Xanthan Gum']"
The Gua Sha Facial Lifting Tool,Mount Lai,treatments-and-serums,"

          $28.00
        
",[]
Spotless Blemish Oil,Osmia,treatments-and-serums,"

          $22.00
        
","['*Oenothera Biennis (Evening Primrose) Oil', '*Essential Oils Of: Lavandula Angustifolia (Lavender)', '*Melaleuca Leucadendra (Cajeput)', '*Citrus Limon (Lemon)', 'Petroselinum Sativum (Parsley Seed)', 'Thymus Zygis (Thyme)', 'Cupressus Sempervirons (Cypress)', '*Rosmarinus Officinalis (Rosemary) Co2 Extract']"
Hyaluronic Sea Serum,OSEA,treatments-and-serums,"

          $88.00
        
","['Aqua', '*Gigartina Skottsbergii Extract', '*Macrocystis Pyrifera Extract', '*Undaria Pinnatifida Extract', 'Sodium Hyaluronate', 'Hyaluronic Acid - Hydrating Agent', 'Potassium Sorbate', 'Citric Acid', 'Lonicera Caprifolium Extract', 'Lonicera Japonica Extract']"
Blemish Lotion,Indie Lee,treatments-and-serums,"

          $26.00
        
","['Water', 'Isopropyl Alcohol', 'Colloidal Sulfur', 'Zinc Oxide', 'Salicylic Acid', 'Magnesium', 'Aluminum Silicate', 'Camphor', 'Iron Oxide']"
Blue Cocoon,May Lindstrom,treatments-and-serums,"

          $180.00
        
","['*Camellia Oleifera Seed Oil', '**Butyrospermun Parkii (Shea) Butter', '**Theobroma Cacao Seed Butter', '**Sclerocarya Birrea (Marula) Seed Oil', '*Adansonia Digitata (Baobab) Oil', '*Tanacetum Annuum (Blue Tansy) Oil', '***Commiphora Myrrha (Myrrh) Oil', '*Lavandula Angustifolia (Lavender) Oil', '***Boswellia Serrate Gum (Frankincense) Oil', '*Pelargonium Graveolens (Geranium Rose) Oil', '*Vanilla Planifolia (Vanilla) CO2 Oil', 'Schisandra Sphenanthera CO2 Fruit Extract', '*Helichrysum Italicum (Immortelle) Oil', 'Ravensara Aromatica Oil', '****Linalool', '****Citronellol', '****Geraniol', '****Limonene']"
The Rose Quartz Facial Roller,Mount Lai,treatments-and-serums,"

          $38.00
        
",[]
Advanced Plumping Serum,Patyka,treatments-and-serums,"

          $110.00
        
","['*Rosa Damascena Flower Water', '*Citrus Aurantium Amara (Bitter Orange) Flower Water', 'Aqua (Water)', 'Diglycerin', 'Glycerin', 'Sodium Hyaluronate', 'Hydrolyzed Hyaluronic Acid', 'Sodium Levulinate', 'Benzyl Alcohol', 'Xanthan Gum', 'Chondrus Crispus (Carrageenan) Powder', 'Sodium Anisate', 'Citric Acid', 'Sodium Hydroxide', 'Hexapeptide-11', '*Avena Sativa (Oat) Kernel Extract', 'Tetrasodium Glutamate Diacetate', 'Glucose', 'Alteromonas Ferment Extract', 'Phenethyl Alcohol', 'Undaria Pinnatifida Extract', 'Dehydroacetic Acid', 'Linalool', 'Geraniol', 'Citronellol', 'Potassium Sorbate', 'Sodium Benzoate', 'Limonene', 'Salicylic Acid']"
Resurfacing Serum,Tata Harper,treatments-and-serums,"

          $88.00
        
","['*Hordeum Vulgare Leaf Juice', 'Propanediol', 'Aqua/Water', 'Silybum Marianum Ethyl Ester', 'Galactoarabinan', 'Glycerin', 'Salix Alba (Willow) Bark Extract', 'Cetearyl Olivate', 'Simmondsia Chinensis (Jojoba Seed) Oil', 'Squalane Oil', 'Sorbitan Olivate', 'cupuacu butter glycerides', 'Isopropyl Shea Butterate', 'Lactobacillus Ferment', 'Leuconostoc Ferment Filtrate', 'Solanum Lycopersicum (Tomato) Fruit Extract', 'L (+) Lactic Acid', 'Vaccinium Myrtillus Fruit/Leaf Extract', 'Saccharum Officinarum (Sugar Cane) Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Citrus Limon (Lemon) Fruit Extract', 'Acer Saccharum (Sugar Maple) Extract', 'Citric Acid', 'Terminalia Ferdinandiana Fruit Extract', 'Lithospermum Erythrorhizon Root Extract', '*Hippophae Rhamnoides (Sea Buckthorn) Oil', '*Plukenetia Volubilis Seed Oil', 'Saccharide Isomerate', 'Tasmannia Lanceolata Fruit/Leaf Extract', '*Arnica Montana (Arnica) Extract', '*Borago Officinalis (Borage) Leaf Extract', '*Calendula Officinalis (Calendula) Flower Extract', '*Medicago Sativa (Alfalfa) Extract', '*Spiraea Ulmaria (Meadowsweet) Extract', 'Sambucus Nigra Fruit Extract', '*Olea Europaea (Olive) Oil', 'Tocopherol', 'Caprylic/Capric Triglyceride', 'Cetyl Palmitate', 'Sorbitan Palmitate', 'Sclerotium Gum', '**Aroma', 'Sodium Phytate', 'Sodium Citrate', 'Mica', 'Alcohol', 'Ci 77891', 'Ci 77491', 'Citral', 'Limonene', 'Linalool', 'Geraniol', 'Benzyl Benzoate']"
Hydration Boost Concentrate,Josh Rosebrook,treatments-and-serums,"

          $42.00
        
","['Aqua', '*Glycerin', '*Aloe Barbadensis (Aloe Vera) Leaf Juice', '*Senna Seed Extract', '*Aesculus Hippocastanum (Horse Chestnut Extract', '*White Peony Tea Leaf Extract', '*Camellia Sinensis (Green Tea) Leaf Extract', '*Burdock Seed Extract', '*Horsetail Extract', '*Cacao Extract', '*Chamomile Extract', '*Calendula Extract', '*Moringa Leaf Extract', '*Neem Leaf Extract', '*Arnica Extract', '*Echinacea Extract', 'Hibiscus Flower Acid', 'Phenethyl Alcohol', 'Ethylhexylglycerin', 'Leuconostoc/Radish Root Ferment Filtrate', '**Xanthan Gum']"
The Mini Jade Facial Roller,Mount Lai,treatments-and-serums,"

          $20.00
        
",[]
Vitamin C15 Wrinkle Repair Serum,Naturopathica,treatments-and-serums,"

          $118.00
        
","['Water/Aqua/Eau', 'Propanediol', 'Ascorbic Acid (Vitamin C)', 'Glycerin', 'Beta Glucan', 'Tocopherol', 'Cymbopogon Martini (Palmarosa)Oil', 'Caprylyl/Capryl Glucoside', 'Bisabolol', 'Allantoin', 'Sodium Hyaluronate', 'Anthemis Nobilis Flower Oil', 'Phenethyl Alcohol', 'Sodium Hydroxide', 'Acacia Senegal Gum', 'Xanthan Gum']"
Active Moisture Vitamin C Serum,One Love Organics,treatments-and-serums,"

          $75.00
        
","['*Simmondsia Chinensis (Jojoba) Seed Oil', '*Butyrospermum Parkii (Shea) Oil', '*Camellia Sinensis (Green Tea) Seed Oil', 'Caprylic/Capric Triglyceride', 'Limnanthes Alba (Meadowfoam) Seed Oil', 'Jojoba Esters', '*Adansonia Digitata (Baobab) Oil', 'Ascorbyl Palmitate', '*Rosa Canina (Rosehip) Oil', '*Malpighia Glabra (Acerola) Fruit Extract', '*Hippiphae Rhamnoides (Seabuckthorn) Berries', 'Haematococcus Pluvialis Extract', 'Humulus Lupulus (Hops) Strobile', 'Tocopherol', 'Rose Extract', '*Rosmarinus Officinalis (Rosemary) Leaf Extract', '*Helianthus Annus (Sunflower) Seed Oil']"
Capillary Strengthening Blend,Tammy Fender,treatments-and-serums,"

          $80.00
        
","['*Sunflower Seed (Helianthus Annuus) Oil', 'Grapeseed (Vitis Vinifera) Oil', 'Apricot Kernal (Prunis Armeniaca)', '*Rose Hip Seed (Rosa Mosqueta) Oil', '*Black Currant (Ribesnigrum)', 'Pure Essential Oils of Chamomile (Anthemis Nobilis)', 'Bois De Rose (Aniba Roseodora)', 'Neroli (Citrus Aurantium)', 'Rose (Rosa Damascena)', 'Carrot (Daucus Carota) Seed']"
Back to Life Hydration Serum,Pai,treatments-and-serums,"

          $78.00
        
","['Aqua - Purified Water', 'Glycerin - Vegetable Glycerin', 'Lactobacillus Ferment - Skin Conditioner', 'Cocos Nucifera (Coconut) Fruit Extract - Emollient', '*Simmondsia Chinensis Seed Oil - Jojoba Oil', 'Hyaluronic Acid - Hydrating Agent', 'Kunzea Pomifera Fruit Extract - Muntries Berry Extract', 'Syzygium Luehmannii Fruit Extract - Riberry Extract', 'Tasmannia Lanceolata Fruit Extract - Pepperberry Extract', 'Sodium Levulinate - Naturally Derived Preservative', 'Lysolecithin - Naturally Derived Emulsifier', 'Sclerotium Gum - Naturally Derived Thickener', 'Sodium Anisate - Naturally derived Preservative', 'Xanthan Gum - Xanthan Gum', 'Pullulan - Naturally Derived Film Former', '*Helianthus Annuus (Sunflower) Seed Oil', '*Jasminum Grandiflorum (Jasmine) Flower Extract', '*Litsea Cubeba Fruit Oil', '*Pelargonium Graveolens Oil', 'Lactic Acid - Ph Regulator', 'Tocopherol - Natural Vitamin E', 'Silica - Mineral Opacifier', '**Citral', '**Geraniol', '**Citronellol', '**Limonene', '**Linalool']"
Active Treatment Essence,Vintner's Daughter,treatments-and-serums,"

          $225.00
        
","['Aloe Barbadensis Leaf Juice (Aloe)', 'Malpighia Emarginata (Acerola) Fruit Extract', 'Moringa Oleifera Seed Extract', 'Althea Officinalis (Marshmallow) Root Extract', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Centella Asiatica (Gotu Kola) Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Ginkgo Biloba (Maidenhair Tree) Leaf Extract', 'Taraxacum Officinale (Dandelion) Root Extract', 'Helichrysum Italicum (Curry Plant) Extract', 'Camellia Sinensis (Green Tea) Leaf Extract', 'Medicago Sativa (Alfalfa) Leaf Extract', 'Astragalus Membranaceus (HuÃ¡Ng QÃ\xad) Root Extract', 'Verbascum Thapsus (Mullein) Flower/Stem/Leaf Extract', 'Bacillus Ferment', 'Lactic Acid', 'Arginine', '(Apple Cider) Vinegar', 'Avena Sativa (Oat) Bran Extract', 'Niacinamide (Vitamin B3)', 'Glycerin', 'Terminalia Ferdinandiana (Kakadu Plum) Extract', 'Cocos Nucifera (Coconut) Extract', 'Saccharide Isomerate', 'Pyrus Malus (Apple) Fruit Extract', 'Chlorella Vulgaris (Microalgae) Extract', 'Maltodextrin', 'Origanum Majorana (Marjoram) Leaf Extract', 'Gluconolactone', 'Muriella Aurantiaca (Microalgae) Oil', 'Lecithin', 'Ruttnera Lamellosa (Microalgae) Oil', 'Watanabea Reniformis Oil', 'Sodium Ascorbate', 'Papain (Papaya Enzyme)', 'Bromelain', 'Argemone Mexicana Callus (Poppy) Extract', ""Mirabilis Jalapa Callus (Four O'Clock Flower) Extract"", 'Polianthes Tuberosa Callus Extract', 'Sodium Phytate', 'Sodium Hydroxide', 'Levulinic Acid', 'Sodium Benzoate', 'Potassium Sorbate']"
Rejuvenating Serum,Tata Harper,treatments-and-serums,"

          $120.00
        
","['*Aloe Barbadensis Leaf Juice', 'Aqua/Water', 'Mangifera Indica (Mango) Butter', '*Rosa Damascena Flower Water', 'Caprylic/Capric Triglyceride', '*Olea Europaea (Olive) Oil', 'Galactoarabinan', 'Glycerin', 'Cetearyl Alcohol', '*Carthamus Tinctorius (Safflower) Oleosomes', '*Oryza Sativa (Rice) Extract', 'Cetearyl Olivate', '*Centella Asiatica (Gotu Kola)', 'Leuconostoc Ferment Filtrate', 'Cetearyl Glucoside', 'Sorbitan Olivate', '*Rosa Rubiginosa Seed Oil', 'Salix Alba (Willow) Bark Extract', 'Sclerotium Gum', 'Sodium Hyaluronate', 'Borago Officinalis (Borage) Leaf Extract', '*Medicago Sativa (Alfalfa) Extract', 'Pheonix Dactylifera (Date) Seed Extract', '*Arnica Montana (Arnica) Extract', 'Sodium Phytate', '*Spiraea Ulmaria Flower Extract', '*Tilia Europaea (Linden) Leaf/Flower Extract', '*Calendula Officinalis (Calendula) Flower Extract', 'Lavandula Stoechas (Spanish Lavender) Extract', 'Propanediol', '*Narcissus Tazetta (Daffodil) Bulb Extract', 'Sambucus Nigra Fruit Extract', 'Menyanthes Trifoliata (Buckbean) Flower Extract', '**Aroma', 'Citral', 'Citronellol', 'Eugenol', 'Geraniol', 'Limonene', 'Linalool']"
The Problem Solver,May Lindstrom,treatments-and-serums,"

          $100.00
        
","['Solum Fullonum (Fullerâ\x80\x99s Earth) Clay', 'Red Moroccan Rhassoul Clay', '*Theobroma Cacao (Raw Cacao)', 'Red Alaea Sea Salt (Sea Salt and Red Alaea)', 'L-Ascorbic Acid (Vitamin C)', 'Sodium Bicarbonate', 'Charcoal Powder (Activated Bamboo Carbon)', '**Vanilla Planifolia Bean', '**Lavandula Angustifolia (Lavender) Flower', '**Althaea Officinalis (Marshmallow) Root', '***Boswellia Serrate Gum (Frankincense) Powder', '**Centella Asiatica (Gotu Kola)', '**Archangelica (Angelica) Root', '*Cinnamomum Zealanicum Blum (Ceylon Cinnamon)', '**Myristica Fragans (Nutmeg)', '**Syzygium Aromaticum (Clove)', '**Curcuma Longa (Turmeric)', '**Capsicum Annuum (Cayenne) Pepper', '****Eugenol']"
AHA Refining Night Serum,Naturopathica,treatments-and-serums,"

          $54.00
        
","['Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Aqua/Water/Eau', 'Glycolic Acid', 'Xanthan Gum', 'Chondrus Crispus (Carrageenan) Extract', 'Vaccinium Myrtillus (Bilberry) Fruit/Leaf Extract', 'Saccharum Officinarium (Sugar Cane) Extract/ Extrait de Canne a Sucre', 'Acer Saccharum (Sugar Maple) Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Citrus Medica Limonum (Lemon) Fruit Extract']"
Balance Facial Serum,Osmia,treatments-and-serums,"

          $50.00
        
","['Olive Squalane', 'Caprylic/Capric Triglyceride (Fractionated Coconut Oil)', 'Aleurites Molaccana (Kukui) Oil', '*Carthamus Tinctorius (Safflower) Oil', '*Macadamia Integrifolia (Macadamia Nut) Oil', '*Rosa Rubiginosa (Rosehip) Seed Oil', '*Vitus Vinifera (Grapeseed) Oil', '*Butyrospermum Parkii (Shea) Oil', 'Schisandra Sphenanthera (Schisandra Fruit) Co2', 'Euterpe Oleracea (Acai) Oil', '*Osmia Balance Blend [Essential Oils Of Lavandula Angustifolia (Lavender)', '*Pelargonium X Asperum (Geranium)', '*Cananga Odorata (Ylang Ylang)', '*Anthemis Nobilis (Roman Chamomile)', 'Myrtus Communis (Green Myrtle)', '*Pelargonium Graveolens Var. Roseum (Rose Geranium)', '*Santalum Spicatum (Australian Sandalwood)', 'Saliva Sclarea (Clary Sage)]', '*Nigella Sativa (Black Cumin) Seed Oil', '*Rosmarinus Officinalis (Rosemary) Co2', 'Non-GMO Mixed Tocopherols']"
Gentle Daily Peel,Indie Lee,treatments-and-serums,"

          $65.00
        
","['Water (Aqua/Eau)', 'Alcohol Denat', 'Propanediol', 'Hammamelis Virginiana (Witch Hazel) Water', 'Salicylic Acid', 'Glycerin', 'Sophora Japonica Flower Extract', 'Jasminum Officinale (Jasmine) Flower', 'Citrus Reticulata (Tangerine) Fruit Extract', 'Arctium Lappa Root Extract', 'Microcitrus Australasica Fruit Extract', 'Potassium Hydroxide', '*Pentylene Glycol', '*Phenethyl Alcohol']"
Modern Radiance Concentrate,La Bella Figura,treatments-and-serums,"

          $155.00
        
","['*Aloe Barbadensis (Aloe Vera) Leaf Juice', '*Cocos Nucifera (Coconut) Fruit Juice', '*Opuntia Ficus (Barbary Fig) Seed Oil', 'Theobroma Grandiflorum (Cupuacu) Butter', 'Terminalia Ferdinandiana (Kakadu Plum) Cell Extract', '*Organic Centella Asiatica (Gotu Kola) Extract', '*Aronia Melanocarpa (Aronia Berry) Extract', '*Hippophae Rhamnoides (Seabuckthorn Fruit) Oil CO2', 'Ferulic Acid (Acid Derived From Plants)', '*Glycrrhiza Glabra (Licorice Root) Extract', 'Cucurbita Pepo (Pumpkin Seed) Extract', 'Oenothera Biennis (Evening Primrose Flower) Extract', '*Olea Europea (Olive) Leaf Extract', '*Helichrysum', '*Malva Sylvestris (Mallow) Extract', 'Bambusa Vulgaris (Bamboo) Extract', '*Persea Gratissima (Avocado) Fruit Extract', 'Coffea Arabica (Green Coffee) Bean Oil', 'Jasminum Officinale (Jasmine Flower) Oil', 'Leuconostoc Ferment Filtrate (Radish Root) Extract', '*Punica Granatum (Pomegranate) Seed Oil', '*Daucus Carota Sativa (Cold Pressed Virgin Carrot) Seed Oil', 'Zingiber Officinale (Fresh Ginger Root) Oil', 'Cymbopogan Martinii Motia (Palmarosa) Oil', '*Salix Alba (White Willow) Bark Extract', '**Xanthan Gum', 'Caprylic/Capric Triglyceride (Derived From Coconut)', '*Ethyl Alcohol (Derived From Non-GMO Corn)']"
Quintessential Serum,Tammy Fender,treatments-and-serums,"

          $175.00
        
","['Castor Isostearate Succinate', '*Helianthus Annuus (Sunflower) Seed Oil', '*Persea Gratissima (Avocado) Oil', 'Octyldodecyl Olivate (Olive)', 'Prunus Armeniaca (Apricot) Kernel Oil', '*Simmondsia Chinensis (Jojoba) Seed Oil', 'Squalene', 'Solanum Lycopersicum (Tomato) Fruit Extract', 'Calendula Officinalis (Marigold) Flower Extract', 'Commiphora Myrrha (Myrrh) Extract', 'Daucus Carota (Carrot) Seed Extract', 'Chamomilla Recutita (Matricaria) Flower Extract', 'Sambucus Nigra (Elderberry) Flower Extract', '*Rosa Canina (Rosehip) Seed Oil', 'Anthemis Nobilis (Roman Chamomile) Flower Oil', 'Rosa Damascena (Rose) Oil', 'Olibanum (Frankincense) Oil']"
Radiance Renewal Peel,Indie Lee,treatments-and-serums,"

          $70.00
        
","['Water (Aqua/Eau)', 'Propanediol', 'Glycerin', 'Spondias Mombin Pulp Extract', 'Mangifera Indica (Mango) Pulp Extract', 'Musa Sapientum (Banana) Pulp Extract', 'Terminalia Ferdinandiana Fruit Extract', 'Microcitrus Australasica Fruit Extract', 'Biosaccharide gum-1', '*Pentylene Glycol', '*Phenethyl Alcohol']"
Dual-Action Jade Facial Roller,Province Apothecary,treatments-and-serums,"

          $44.00
        
",[]
Here We Glow Again Serum,27 Rosiers,treatments-and-serums,"

          $65.00
        
","['Water/Eau/Aqua', 'Glycerin', 'Betaine', 'Trehalose', 'Propanediol', 'Caesalpinia Spinosa Fruit Pod Extract', 'Caesalpinia Spinosa fruit extract', 'Withania Somnifera Root Extract', 'Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Calendula Flower Extract', 'Chamomilla Recutita Flower Extract', 'Helianthus Annuus (Sunflower) Sprout Extract', 'Terminalia Ferdinandiana Fruit Extract', 'Fructose', 'Xanthan Gum', 'Sodium Hyaluronate', 'Maltodextrin', 'Caprylyl Glycol', 'Pentylene Glycol', 'Ethylhexylglycerin', 'Citric Acid', 'Potassium Sorbate', 'Sodium Benzoate', 'Fragrance/Parfum', 'Bismuth Oxychloride/CI 77163']"
Daily Elements Defense Face Oil,La Bella Figura,treatments-and-serums,"

          $95.00
        
","['*Plukenetia Volubilis (Sacha Inchi) Seed Oil', '*Rosa Rubiginosa (Rosehip) Seed Oil', '*Camellia Oleifera (Camellia) Seed Oil', 'Psidium Guajava (Guava) Seed Oil', '*Simmondsia Chinesis (Jojoba) Seed Oil', 'Eugenia Uniflora (Pitanga Leaf) Oil', '*Oenothera Biennis (Evening Primrose) Oil', '*Punica Granatum (Pomegranate) Seed Extract', 'Calendula Officinalis Extract', 'Jasminum Officinale (Jasmine) Flower Oil', '*Rosa Damascena (Rose Otto) Flower Oil', '*Santalum Album (Australian Sandalwood) Oil', '*Cymbopogon Martinii Motia (Palmarosa) Oil']"
Vitamin C & Revitalizing Organic Sheet Mask,ORGAID,masks-exfoliants,"

          $6.00
        
","['Water', '*Lemon Distillate', 'Kosher Vegetable Glycerin', 'Lactobacillus Ferment', 'Sodium Ascorbyl Phosphate (Vitamic C)', 'Hyaluronic Acid - Hydrating Agent', 'Maltodextrin', 'Arginine', 'Carbomer', '*Orange Peel Extract', '*Pomegranate Extract', 'Organic Rosehip Extract', '*Lavender', '*Thyme']"
Regenerating Cleanser,Tata Harper,masks-exfoliants,"

          $84.00
        
","['*Aloe Vera Leaf Juice', 'Cetearyl Alcohol', 'Cetearyl Olivate', 'Helianthus Annuus (Sunflower) Seed Oil', 'Apricot Seed Powder', 'Sorbitan Olivate', 'Rice Seed Extract', 'Pomegranate Extract', 'Leuconostoc Ferment Filtrate', 'Water', 'Coco Glucoside', 'Cetearyl Glucoside', 'Rose Clay', 'Sclerotium Gum', 'Cetyl Palmitate', 'White Willow Bark Extract', 'Sorbitan Palmitate', 'Sodium Phytate', 'Denatured Alcohol', 'Benzyl Alcohol', '**Aroma', 'Benzyl Benzoate', 'Citral', 'Citronellol', 'Eugenol', 'Geraniol', 'Limonene', 'Linalool']"
Anti Aging & Moisturizing Organic Sheet Mask,ORGAID,masks-exfoliants,"

          $6.00
        
","['Water', '*Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Witch Hazel Distillate', 'Niacinamide (Vitamin B3)', 'Kosher Vegetable Glycerin', 'Lactobacillus Ferment', 'Hyaluronic Acid - Hydrating Agent', 'Maltodextrin', 'Arginine', 'Carbomer', '*White Willow Bark Extract', '*Lavender', '*Rosemary Extract', '*Horsetail', '*Green Tea']"
Greek Yogurt & Nourishing Organic Sheet Mask,ORGAID,masks-exfoliants,"

          $6.00
        
","['Water', '*Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Kosher Vegetable Glycerin', 'Lactobacillus Ferment', '*Greek Yogurt Powder', '*Lavender', 'Vanilla Fruit Distillate', 'Hyaluronic Acid - Hydrating Agent', 'Maltodextrin', 'Beta Glucan', 'Panthenol (Pro-Vitamin B5)', 'Hydrolyzed Vegetable Protein', 'Allantoin', 'Arginine', 'Carbomer', '*Chamomile Extract', '*Thyme', '*White Willow Bark Extract', 'Organic Rosehip Extract', '*Green Tea']"
Resurfacing Mask,Tata Harper,masks-exfoliants,"

          $65.00
        
","['*Aloe Barbadensis Leaf Juice', 'Salix Alba (Willow) Bark Extract', 'Sclerotium Gum', 'Aqua/Water', 'Lactobacillus Ferment', 'Maltooligosyl Glucoside', 'Lactobacillus/Punica Granatum Fruit Ferment Extract', 'Leuconostoc Ferment Filtrate', 'Hydrogenated Starch Hydrolysate', 'Hydrolyzed Corn Starch', 'Beta Vulgaris/Beet Root Extract', 'Kaolin (Rose Clay)', 'Sodium Phytate', '**Aroma', 'Benzyl Alcohol', 'Citral', 'Citronellol', 'Eugenol', 'Geraniol', 'Limonene', 'Linalool']"
Oat Cleansing Facial Polish,Naturopathica,masks-exfoliants,"

          $62.00
        
","['Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Helianthus Annuus (Sunflower) Seed Oil', 'Cetearyl Alcohol', 'Cetearyl Glucoside', 'Simmondsia Chinensis (Jojoba) Wax Beads', 'Avena Sativa (Oat) Flour', 'Lactobacillus Ferment', 'Sesamun Indicum (Sesame) Seed Oil', 'Glycerin', 'Arachidyl Alcohol', 'Behenyl Alcohol', 'Arachidyl Glucoside', 'Water/Aqua/Eau', 'Avena Sativa (Oat) Extract', 'Triticum Vulgare (Wheat) Germ Oil', 'Chitin', 'Beta Glucan', 'Glyceryl Caprylate', 'Sclerotium Gum', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'P-Anisic Acid', 'Lavandula Angustifolia (Lavender) Flower Oil', 'Rosa Damascena (Rose) Flower Oil', 'Nardostachys Chinensis (Spikenard) Root Oil', 'Cananga Odorata (Ylang Ylang) Flower Oil', 'Xanthan Gum', 'Phenethyl Alcohol']"
Sweet Cherry Brightening Enzyme Peel,Naturopathica,masks-exfoliants,"

          $58.00
        
","['Prunus Avium (Sweet Cherry) Seed Oil', 'Glycerin', 'Aqua/Water/Eau', 'Lactic Acid (L)', 'Salicylic Acid', 'Tartaric Acid (L)', 'Wine Extract', 'Mandelic Acid (L)', 'Bromelain', 'Malic Acid (L)', 'Organic Punica Granatum (Pomegranate) Extract', 'Prunus Serotina (Wild Cherry) Bark Extract', 'Vitis Vinifera (Grape) Seed Extract', 'Lycopene', 'Sodium Metabisulfite', 'Xanthan Gum', 'Lonicera Caprifolium (Honeysuckle) Flower Extract', 'Hamamelis Virginiana (Witch Hazel) Water', 'Alcohol', 'Lonicera Japonica (Honeysuckle) Flower Extract', 'Potassium Sorbate']"
